accession,plant_num,plant_id,parent_id,seed_stock_location,seed_quantity,isolation_id,comments
SALK_023429C,1B,CofC_S11Farm_0288,,S11Farm_Box07_48,1,,
SALK_023674C,,CofC_S11Farm_0289,,,,,FARM_FAIL
SALK_023733C,1,CofC_S11Farm_0290,,S11Farm_Box02_13,20,,
SALK_023733C,2A,CofC_S11Farm_0291,,S11Farm_Box09_54,60,,
SALK_023733C,2B,CofC_S11Farm_0292,,S11Farm_Box02_14,20,I11-G05-27,
SALK_023753C,1,CofC_S11Farm_0293,,,,,no DNA; two seeds both labeled #1
SALK_023771C,,CofC_S11Farm_0294,,,,,FARM_FAIL
SALK_023789C,,CofC_S11Farm_0295,,,,,DNG
SALK_023980C,2,CofC_S11Farm_0296,,S11Farm_Box01_51,>100,,
SALK_023980C,1A,CofC_S11Farm_0297,,S11Farm_Box10_37,160,I11-G01-23,
SALK_023980C,1B,CofC_S11Farm_0298,,S11Farm_Box01_26,2,,
SALK_024173C,,CofC_S11Farm_0299,,,,,FARM_FAIL
SALK_024198C,1,CofC_S11Farm_0300,,Hanna_Box01_66,>100,,tissue in conflicted box
SALK_024198C,2,CofC_S11Farm_0301,,,,,no seed or tissue
SALK_024228C,1A,CofC_S11Farm_0302,,S11Farm_Box08_16,7,I11-V13-11,
SALK_024228C,1B,CofC_S11Farm_0303,,S11Farm_Box03_27,100,I12-G04-30,
SALK_024228C,2A,CofC_S11Farm_0304,,,,,
SALK_024241C,,CofC_S11Farm_0305,,,,,FARM_FAIL
SALK_024428C,1,CofC_S11Farm_0306,,Hanna_Box01_31,100,I12-K02-2,
SALK_024428C,2,CofC_S11Farm_0307,,,,,
SALK_024428C,2H,CofC_S11Farm_0308,,Hanna_Box01_2,100,,
SALK_024845C,1,CofC_S11Farm_0309,,S11Farm_Box02_69,100,I12-G04-15,
SALK_024845C,2,CofC_S11Farm_0310,,S11Farm_Box02_70,100,,
SALK_025160C,1A,CofC_S11Farm_0311,,S11Farm_Box10_5,120,I11-G02-24,
SALK_025160C,1B,CofC_S11Farm_0312,,S11Farm_Box03_68,10,,
SALK_025160C,2A,CofC_S11Farm_0313,,S11Farm_Box01_52,50-100,,
SALK_025160C,2B,CofC_S11Farm_0314,,S11Farm_Box03_70,50,,
SALK_025269C,1A,CofC_S11Farm_0315,,S11Farm_Box04_29,50,I12-K13-3,
SALK_025269C,1B,CofC_S11Farm_0316,,S11Farm_Box15_15,7,I12-K13-25,
SALK_025503C,3,CofC_S11Farm_0317,,,,I11-V04-13,
SALK_025503C,1A,CofC_S11Farm_0318,,S11Farm_Box08_51,50,,
SALK_025503C,1B,CofC_S11Farm_0319,,,,,
SALK_025503C,2A,CofC_S11Farm_0320,,S11Farm_Box08_65,90,,
SALK_025503C,2B,CofC_S11Farm_0321,,S11Farm_Box09_59,15,,
SALK_025839C,1,CofC_S11Farm_0322,,,,,
SALK_025876C,1,CofC_S11Farm_0323,,S11Farm_Box04_20,50,I12-G02-18,
SALK_025876C,2,CofC_S11Farm_0324,,,,,
SALK_025905C,1,CofC_S11Farm_0325,,S11Farm_Box08_5,>100,I11-G02-30,
SALK_025905C,2,CofC_S11Farm_0326,,S11Farm_Box08_6,90,,
SALK_026421C,1A,CofC_S11Farm_0327,,S11Farm_Box11_12,20,,
SALK_026421C,1B,CofC_S11Farm_0328,,S11Farm_Box04_7,100,I12-G04-21,
SALK_026421C,2A,CofC_S11Farm_0329,,S11Farm_Box11_13,15,,
SALK_026421C,2B,CofC_S11Farm_0330,,S11Farm_Box01_79,>100,,
SALK_026568C,2,CofC_S11Farm_0331,,S11Farm_Box09_63,50,,
SALK_026568C,1A,CofC_S11Farm_0332,,S11Farm_Box09_62,20,,
SALK_026568C,1B,CofC_S11Farm_0333,,S11Farm_Box04_24,>100,I11-V13-3,
SALK_026580C,1,CofC_S11Farm_0334,,,,I11-V12-7,
SALK_026580C,2,CofC_S11Farm_0335,,S11Farm_Box10_23,20,,
SALK_026798C,,CofC_S11Farm_0336,,,,,FARM_FAIL
SALK_026864C,1,CofC_S11Farm_0337,,S11Farm_Box02_26,50,,
SALK_026864C,2,CofC_S11Farm_0338,,S11Farm_Box02_22,50,,two DNA isolations both labeled #2
SALK_026876C,1,CofC_S11Farm_0339,,Hanna_Box02_45,10,I11-V12-6,
SALK_027197C,1,CofC_S11Farm_0340,,,,,
SALK_027197C,2,CofC_S11Farm_0341,,S11Farm_Box12_11,40,,
SALK_027197C,1A,CofC_S11Farm_0342,,,,,
SALK_027197C,2H,CofC_S11Farm_0343,,,,I12-V03-3,
SALK_027329C,1,CofC_S11Farm_0344,,Hanna_Box01_50,>100,I12-K04-14,
SALK_027329C,2,CofC_S11Farm_0345,,S11Farm_Box04_23,50,I11-V06-13,
SALK_027349C,1A,CofC_S11Farm_0346,,S11Farm_Box04_64,50,I11-G03-10,
SALK_027349C,1B,CofC_S11Farm_0347,,S11Farm_Box02_23,50,,
SALK_027349C,2A,CofC_S11Farm_0348,,S11Farm_Box04_73,50,,
SALK_027349C,2B,CofC_S11Farm_0349,,S11Farm_Box02_24,30,,
SALK_027604C,1,CofC_S11Farm_0350,,S11Farm_Box03_58,100,I11-W01-6,
SALK_027644C,1,CofC_S11Farm_0351,,Hanna_Box01_54,3,I11-V08-14,
SALK_027694C,,CofC_S11Farm_0352,,,,,DNG
SALK_027956C,,CofC_S11Farm_0353,,,,,DNG
SALK_028169C,1,CofC_S11Farm_0354,,S11Farm_Box01_4,100,,
SALK_028169C,2,CofC_S11Farm_0355,,S11Farm_Box01_1,>100,I12-G06-18,
SALK_029317C,1,CofC_S11Farm_0356,,S11Farm_Box05_69,120,I12-G02-16,
SALK_029317C,2,CofC_S11Farm_0357,,S11Farm_Box05_68,60,,
SALK_029403C,1,CofC_S11Farm_0358,,S11Farm_Box05_37,200,,
SALK_029403C,2,CofC_S11Farm_0359,,S11Farm_Box05_42,100,I12-K13-9,
SALK_029496C,1,CofC_S11Farm_0360,,S11Farm_Box02_4,20,,
SALK_029496C,2,CofC_S11Farm_0361,,S11Farm_Box02_5,50,I11-G03-15,
SALK_029626C,1,CofC_S11Farm_0362,,S11Farm_Box06_14,10,,
SALK_029626C,1H,CofC_S11Farm_0363,,Hanna_Box02_44,10,,
SALK_029626C,2A,CofC_S11Farm_0364,,,,,
SALK_029626C,2B,CofC_S11Farm_0365,,S11Farm_Box06_15,10,,
SALK_029973C,1,CofC_S11Farm_0366,,S11Farm_Box10_48,>100,I11-G05-26,
SALK_030083C,1,CofC_S11Farm_0367,,,,,no see or DNA
SALK_030101C,1,CofC_S11Farm_0368,,,,,
SALK_030101C,2,CofC_S11Farm_0369,,S11Farm_Box06_21,70,,
SALK_030146C,1,CofC_S11Farm_0370,,S11Farm_Box15_77,40,,
SALK_030146C,2,CofC_S11Farm_0371,,S11Farm_Box04_61,50,I11-V13-2,
SALK_030559C,1,CofC_S11Farm_0372,,,,I11-V05-2,
SALK_030559C,1H,CofC_S11Farm_0373,,,,I11-W02-6,
SALK_030559C,2A,CofC_S11Farm_0374,,S11Farm_Box11_7,4,,
SALK_030559C,2B,CofC_S11Farm_0375,,S11Farm_Box12_8,12,I12-K03-1,
SALK_030559C,2H,CofC_S11Farm_0376,,,,,
SALK_030664C,1,CofC_S11Farm_0377,,S11Farm_Box05_70,160,I12-G02-8,
SALK_030664C,2,CofC_S11Farm_0378,,S11Farm_Box06_32,20,,
SALK_030677C,1,CofC_S11Farm_0379,,,,,
SALK_030677C,1H,CofC_S11Farm_0380,,,,,
SALK_030677C,2A,CofC_S11Farm_0381,,,,,
SALK_030677C,2B,CofC_S11Farm_0382,,,,,
SALK_030677C,2H,CofC_S11Farm_0383,,,,,
SALK_030702C,3,CofC_S11Farm_0384,,S11Farm_Box14_79,10,,
SALK_030702C,4,CofC_S11Farm_0385,,S11Farm_Box14_75,20,,
SALK_030702C,2A,CofC_S11Farm_0386,,S11Farm_Box06_31,40,,
SALK_030702C,2B,CofC_S11Farm_0387,,S11Farm_Box07_40,30,,
SALK_030711C,1,CofC_S11Farm_0388,,S11Farm_Box02_75,100,I12-G03-9,
SALK_030711C,2,CofC_S11Farm_0389,,S11Farm_Box02_76,100,,
SALK_031040C,,CofC_S11Farm_0390,,,,,FARM_FAIL
SALK_031420C,1,CofC_S11Farm_0391,,S11Farm_Box10_33,160,I11-G04-19,
SALK_031420C,2,CofC_S11Farm_0392,,S11Farm_Box10_34,150,,
SALK_031536C,,CofC_S11Farm_0393,,,,,FARM_FAIL
SALK_031830C,1,CofC_S11Farm_0394,,,,,
SALK_031830C,2A,CofC_S11Farm_0395,,,,,
SALK_031830C,2B,CofC_S11Farm_0396,,S11Farm_Box15_78,60,,
SALK_032503C,,CofC_S11Farm_0397,,,,,FARM_FAIL
SALK_032802C,1A,CofC_S11Farm_0398,,S11Farm_Box08_52,60,,
SALK_032802C,1B,CofC_S11Farm_0399,,S11Farm_Box11_6,10,,
SALK_032802C,2A,CofC_S11Farm_0400,,S11Farm_Box08_61,50,I12-W06-18,
SALK_032802C,2B,CofC_S11Farm_0401,,S11Farm_Box11_10,20,,
SALK_032952C,1,CofC_S11Farm_0402,,S11Farm_Box13_21,30,,
SALK_032952C,2,CofC_S11Farm_0403,,S11Farm_Box13_19,60,,
SALK_033047C,1,CofC_S11Farm_0404,,Hanna_Box01_25,60,I12-V04-1,
SALK_033047C,2,CofC_S11Farm_0405,,S11Farm_Box02_78,100,,
SALK_033085C,2,CofC_S11Farm_0406,,S11Farm_Box10_7,20,,no DNA
SALK_033233C,1,CofC_S11Farm_0407,,,,,
SALK_033233C,2,CofC_S11Farm_0408,,S11Farm_Box04_60,80,I11-W03-2,second tisue sample found for a plant #2
SALK_033323C,1,CofC_S11Farm_0409,,S11Farm_Box03_7,100,,
SALK_033323C,2,CofC_S11Farm_0410,,S11Farm_Box03_8,100,I12-G03-26,
SALK_034258C,,CofC_S11Farm_0411,,,,,DNG
SALK_034674C,1,CofC_S11Farm_0412,,Hanna_Box03_15,100,I12-V02-17,
SALK_035240C,1A,CofC_S11Farm_0413,,,,,
SALK_035240C,1B,CofC_S11Farm_0414,,,,,
SALK_035240C,2A,CofC_S11Farm_0415,,S11Farm_Box02_28,100,I11-G02-20,
SALK_035240C,2B,CofC_S11Farm_0416,,,,,
SALK_035264C,1,CofC_S11Farm_0417,,S11Farm_Box10_38,100,I11-G03-22,
SALK_035264C,2,CofC_S11Farm_0418,,S11Farm_Box10_39,100,,
SALK_035336C,1,CofC_S11Farm_0419,,S11Farm_Box06_38,30,I11-W03-14,
SALK_035336C,2A,CofC_S11Farm_0420,,S11Farm_Box15_17,20,,
SALK_035336C,2B,CofC_S11Farm_0421,,S11Farm_Box06_39,70,I12-G02-24,
SALK_036154C,1,CofC_S11Farm_0422,,S11Farm_Box05_51,70,I11-W02-4,
SALK_036154C,1H,CofC_S11Farm_0423,,Hanna_Box01_64,20,,
SALK_036166C,1,CofC_S11Farm_0424,,S11Farm_Box02_68,50,I12-G05-8,
SALK_036204C,1,CofC_S11Farm_0425,,,,,
SALK_036204C,3,CofC_S11Farm_0426,,S11Farm_Box14_69,20,,
SALK_036204C,2A,CofC_S11Farm_0427,,S11Farm_Box08_60,100,I11-G05-8,
SALK_036204C,2B,CofC_S11Farm_0428,,S11Farm_Box11_16,10,,
SALK_036310C,1,CofC_S11Farm_0429,,S11Farm_Box10_49,80,,
SALK_036310C,2,CofC_S11Farm_0430,,S11Farm_Box10_50,20,,
SALK_036310C,1H,CofC_S11Farm_0431,,,,I12-V03-8,
SALK_036310C,2H,CofC_S11Farm_0432,,,,,
SALK_036317C,1,CofC_S11Farm_0433,,S11Farm_Box14_74,4,,
SALK_036317C,2,CofC_S11Farm_0434,,,,,
SALK_036317C,3,CofC_S11Farm_0435,,,,,
SALK_036317C,4,CofC_S11Farm_0436,,S11Farm_Box14_68,3,,
SALK_036492C,1,CofC_S11Farm_0437,,S11Farm_Box05_52,100,,
SALK_036492C,2,CofC_S11Farm_0438,,S11Farm_Box05_53,150,I12-G05-16,
SALK_036492C,3,CofC_S11Farm_0439,,,,,
SALK_036674C,1,CofC_S11Farm_0440,,S11Farm_Box05_62,60,,
SALK_036674C,2,CofC_S11Farm_0441,,S11Farm_Box05_75,90,I12-G02-15,
SALK_036674C,1H,CofC_S11Farm_0442,,Hanna_Box02_32,20,I11-V12-3,
SALK_036674C,2H,CofC_S11Farm_0443,,,,I11-V07-7,
SALK_037061C,1,CofC_S11Farm_0444,,S11Farm_Box01_2,20,,no DNA - have dry tissue sample
SALK_037137C,1,CofC_S11Farm_0445,,S11Farm_Box01_24,>100,I11-G02-3,
SALK_037137C,2,CofC_S11Farm_0446,,S11Farm_Box01_21,65,,
SALK_037223C,1,CofC_S11Farm_0447,,S11Farm_Box03_57,100,,
SALK_037223C,1H,CofC_S11Farm_0448,,Hanna_Box02_1,15,,
SALK_037231C,1,CofC_S11Farm_0449,,Hanna_Box01_28,>100,I12-V02-29,
SALK_037273C,,CofC_S11Farm_0450,,,,,FARM_FAIL
SALK_037642C,1,CofC_S11Farm_0451,,S11Farm_Box01_11,>100,I12-W05-26,
SALK_037642C,2,CofC_S11Farm_0452,,S11Farm_Box01_13,>100,I12-W06-8,
SALK_037642C,1H,CofC_S11Farm_0453,,Hanna_Box02_3,10,,
SALK_037727C,1,CofC_S11Farm_0454,,,,,
SALK_037727C,2,CofC_S11Farm_0455,,S11Farm_Box08_3,60,,
SALK_037779C,,CofC_S11Farm_0456,,,,,DNG
SALK_038262C,1,CofC_S11Farm_0457,,S11Farm_Box03_66,100,I11-G05-19,
SALK_038262C,2,CofC_S11Farm_0458,,S11Farm_Box03_52,100,,
SALK_038271C,1,CofC_S11Farm_0459,,,,,
SALK_038271C,2,CofC_S11Farm_0460,,S11Farm_Box03_67,50,,
SALK_038271C,1H,CofC_S11Farm_0461,,,,I12-V03-1,
SALK_038310C,1,CofC_S11Farm_0462,,S11Farm_Box10_18,90,I12-G04-29,
SALK_038310C,1H,CofC_S11Farm_0463,,Hanna_Box01_68,>100,I12-G06-9,
SALK_038310C,2A,CofC_S11Farm_0464,,S11Farm_Box04_13,50,,
SALK_038310C,2B,CofC_S11Farm_0465,,S11Farm_Box04_27,7,,
SALK_038344C,1,CofC_S11Farm_0466,,S11Farm_Box05_6,200,I12-G05-15,
SALK_038344C,2,CofC_S11Farm_0467,,S11Farm_Box05_7,130,,
SALK_038360C,1A,CofC_S11Farm_0468,,S11Farm_Box04_35,100,,
SALK_038360C,1B,CofC_S11Farm_0469,,,,,
SALK_038360C,2A,CofC_S11Farm_0470,,S11Farm_Box04_40,50,I11-G05-21,
SALK_038360C,2B,CofC_S11Farm_0471,,S11Farm_Box07_42,6,,
SALK_038709C,1A,CofC_S11Farm_0472,,,,,
SALK_038709C,1B,CofC_S11Farm_0473,,,,,
SALK_038709C,2A,CofC_S11Farm_0474,,S11Farm_Box01_47,100,,
SALK_038709C,2B,CofC_S11Farm_0475,,,,,two tubes of seed labeled #2B
SALK_038935C,2,CofC_S11Farm_0476,,S11Farm_Box01_18,100,,
SALK_038935C,1A,CofC_S11Farm_0477,,S11Farm_Box01_20,100,I12-W05-8,
SALK_038935C,1B,CofC_S11Farm_0478,,,,,
SALK_038952C,1,CofC_S11Farm_0479,,S11Farm_Box05_27,180,,
SALK_038952C,2,CofC_S11Farm_0480,,S11Farm_Box05_28,300,I12-K06-12,
SALK_038952C,1H,CofC_S11Farm_0481,,Hanna_Box02_23,50,I11-V11-4,
SALK_038957C,,CofC_S11Farm_0482,,,,,FARM_FAIL
SALK_039004C,1,CofC_S11Farm_0483,,S11Farm_Box05_4,120,,
SALK_039004C,2,CofC_S11Farm_0484,,S11Farm_Box05_5,100,I12-W06-3,
SALK_039302C,1,CofC_S11Farm_0485,,S11Farm_Box03_2,20,,
SALK_039302C,3,CofC_S11Farm_0486,,S11Farm_Box14_67,50,,
SALK_039359C,,CofC_S11Farm_0487,,,,,FARM_FAIL
SALK_039361C,1,CofC_S11Farm_0488,,S11Farm_Box15_76,60,I11-G01-7,
SALK_039361C,2,CofC_S11Farm_0489,,,,,
SALK_039436C,1,CofC_S11Farm_0490,,S11Farm_Box06_51,100,,
SALK_039436C,2,CofC_S11Farm_0491,,S11Farm_Box06_45,100,I12-W05-20,
SALK_039456C,1,CofC_S11Farm_0492,,S11Farm_Box15_74,75,I11-G02-9,
SALK_039456C,2,CofC_S11Farm_0493,,S11Farm_Box16_4,100,I11-W03-13,
SALK_039456C,3,CofC_S11Farm_0494,,,,I11-V05-8,
SALK_039478C,1,CofC_S11Farm_0495,,S11Farm_Box08_14,>100,I11-G01-18,
SALK_039478C,3,CofC_S11Farm_0496,,S11Farm_Box14_51,20,,
SALK_039654C,1,CofC_S11Farm_0497,,,,I11-V06-14,two tubes of seed labeled #1
SALK_039654C,2,CofC_S11Farm_0498,,S11Farm_Box16_3,100,I11-V06-1,
SALK_039680C,,CofC_S11Farm_0499,,,,,FARM_FAIL
SALK_039936C,1,CofC_S11Farm_0500,,S11Farm_Box13_78,10,,
SALK_040211C,1,CofC_S11Farm_0501,,,,,
SALK_040211C,2,CofC_S11Farm_0502,,,,,
SALK_040211C,4,CofC_S11Farm_0503,,,,I11-V02-5,
SALK_040280C,,CofC_S11Farm_0504,,,,,FARM_FAIL
SALK_040296C,1,CofC_S11Farm_0505,,S11Farm_Box09_61,10,,
SALK_040296C,2,CofC_S11Farm_0506,,S11Farm_Box09_66,15,I12-W06-12,
SALK_040296C,4,CofC_S11Farm_0507,,,,I11-V04-14,
SALK_040363C,1,CofC_S11Farm_0508,,S11Farm_Box03_59,100,,multiple samples with same label
SALK_040363C,2,CofC_S11Farm_0509,,S11Farm_Box03_61,100,,multiple samples with same label
SALK_040506C,,CofC_S11Farm_0510,,,,,FARM_FAIL
SALK_040620C,1,CofC_S11Farm_0511,,S11Farm_Box08_55,50,I12-G04-16,
SALK_040620C,2,CofC_S11Farm_0512,,S11Farm_Box08_56,20,,
SALK_040805C,1,CofC_S11Farm_0513,,,,,multiple samples with same label
SALK_040805C,2,CofC_S11Farm_0514,,,,,multiple samples with same label
SALK_040805C,3,CofC_S11Farm_0515,,,,I11-V01-1,
SALK_040805C,2A,CofC_S11Farm_0516,,,,,multiple samples with same label
SALK_041685C,1,CofC_S11Farm_0517,,,,I11-W02-2,"two tubes of seeds labeled #1, cannot distinguish between them"
SALK_041685C,1B,CofC_S11Farm_0518,,,,,"two tubes of seeds labeled #1, cannot distinguish between them"
SALK_041897C,1,CofC_S11Farm_0519,,S11Farm_Box06_25,90,,"no DNA, tissue in Box F"
SALK_041897C,2,CofC_S11Farm_0520,,,,I12-G02-11,
SALK_042113C,1,CofC_S11Farm_0521,,S11Farm_Box12_58,10,,
SALK_042113C,1H,CofC_S11Farm_0522,,S11Farm_Box12_58,10,,
SALK_042113C,2A,CofC_S11Farm_0523,,S11Farm_Box03_21,100,,
SALK_042113C,2B,CofC_S11Farm_0524,,S11Farm_Box12_61,10,,
SALK_042362C,1,CofC_S11Farm_0525,,S11Farm_Box11_23,50,I12-K13-14,
SALK_042362C,2,CofC_S11Farm_0526,,S11Farm_Box11_70,15,,
SALK_042624C,1,CofC_S11Farm_0527,,,,,data from two samples with same name; no DNA
SALK_042624C,1,CofC_S11Farm_0528,,,,,data from two samples with same name; no DNA
SALK_042719C,1,CofC_S11Farm_0529,,S11Farm_Box07_41,15,,
SALK_042719C,2,CofC_S11Farm_0530,,S11Farm_Box07_66,100,I11-G01-6,
SALK_042719C,3,CofC_S11Farm_0531,,S11Farm_Box14_72,20,,
SALK_042719C,4,CofC_S11Farm_0532,,S11Farm_Box14_62,20,,
SALK_043158C,1,CofC_S11Farm_0533,,Hanna_Box01_40,100,I12-K02-6,
SALK_043342C,1A,CofC_S11Farm_0534,,,,,
SALK_043342C,1B,CofC_S11Farm_0535,,,,I11-G04-13,
SALK_043342C,2A,CofC_S11Farm_0536,,,,,
SALK_043342C,2B,CofC_S11Farm_0537,,S11Farm_Box01_10,50,,
SALK_043674C,,CofC_S11Farm_0538,,,,,FARM_FAIL
SALK_043937C,1,CofC_S11Farm_0539,,S11Farm_Box06_26,100,I11-G01-28,
SALK_043937C,2,CofC_S11Farm_0540,,S11Farm_Box15_80,100,I11-V10-1,
SALK_043937C,1H,CofC_S11Farm_0541,,Hanna_Box01_58,25,I11-V08-6,
SALK_044022C,1,CofC_S11Farm_0542,,S11Farm_Box13_4,>100,I11-G03-24,
SALK_044022C,2,CofC_S11Farm_0543,,,,,
SALK_044320C,1A,CofC_S11Farm_0544,,S11Farm_Box02_12,10,,
SALK_044320C,1B,CofC_S11Farm_0545,,S11Farm_Box05_14,150,,
SALK_044320C,2A,CofC_S11Farm_0546,,S11Farm_Box02_16,10,,
SALK_044320C,2B,CofC_S11Farm_0547,,S11Farm_Box05_16,150,I12-K06-6,
SALK_044330C,1,CofC_S11Farm_0548,,S11Farm_Box04_70,>100,I12-G04-5,
SALK_044330C,2,CofC_S11Farm_0549,,S11Farm_Box04_42,10,I12-K13-6,
SALK_044330C,3,CofC_S11Farm_0550,,,,I11-V05-11,
SALK_044330C,1B,CofC_S11Farm_0551,,,,I11-V06-12,
SALK_044470C,,CofC_S11Farm_0552,,,,,DNG
SALK_044488C,1,CofC_S11Farm_0553,,S11Farm_Box05_22,110,I12-K06-13,
SALK_044508C,1A,CofC_S11Farm_0554,,S11Farm_Box02_2,30,,
SALK_044508C,1B,CofC_S11Farm_0555,,S11Farm_Box03_75,50,,"no DNA, have tissue in Box B"
SALK_044508C,2A,CofC_S11Farm_0556,,S11Farm_Box02_3,100,,"no DNA, have dry tissue sample"
SALK_044508C,2B,CofC_S11Farm_0557,,,,,
SALK_044563C,1,CofC_S11Farm_0558,,S11Farm_Box13_35,100,,
SALK_044563C,2,CofC_S11Farm_0559,,S11Farm_Box13_36,100,I12-G03-7,
SALK_044631C,,CofC_S11Farm_0560,,,,,FARM_FAIL
SALK_044835C,1,CofC_S11Farm_0561,,,,,
SALK_044835C,2,CofC_S11Farm_0562,,S11Farm_Box01_8,75,,
SALK_044835C,2H,CofC_S11Farm_0563,,,,I12-V03-6,
SALK_045037C,1,CofC_S11Farm_0564,,S11Farm_Box12_50,40,,
SALK_045463C,1,CofC_S11Farm_0565,,S11Farm_Box08_13,>100,I11-G02-1,
SALK_045463C,2,CofC_S11Farm_0566,,S11Farm_Box08_7,50,,
SALK_045463C,2H,CofC_S11Farm_0567,,Hanna_Box01_74,30,I11-V08-3,
SALK_045608C,1,CofC_S11Farm_0568,,S11Farm_Box11_54,100,,
SALK_045608C,2,CofC_S11Farm_0569,,S11Farm_Box11_20,>100,I11-G01-9,
SALK_045608C,1H,CofC_S11Farm_0570,,Hanna_Box01_45,15,I11-V08-12,
SALK_045619C,1A,CofC_S11Farm_0571,,S11Farm_Box02_20,20,I11-G03-14,
SALK_045619C,1B,CofC_S11Farm_0572,,S11Farm_Box05_36,40,,
SALK_045619C,2A,CofC_S11Farm_0573,,,,,
SALK_045619C,2B,CofC_S11Farm_0574,,,,,
SALK_045624C,,CofC_S11Farm_0575,,,,,FARM_FAIL
SALK_045755C,1,CofC_S11Farm_0576,,,,,
SALK_046180C,1,CofC_S11Farm_0577,,,,I11-W02-9,two seed samples labeled #1
SALK_046180C,3,CofC_S11Farm_0578,,S11Farm_Box14_61,20,,
SALK_046180C,2A,CofC_S11Farm_0579,,,,,
SALK_046284C,1,CofC_S11Farm_0580,,Hanna_Box01_55,>100,I12-K01-13,
