accession,plant_num,plant_id,parent_id,seed_stock_location,seed_quantity,isolation_id,comments
SALK_116952C,2A,CofC_S11Farm_1448,,S11Farm_Box14_48,30,,
SALK_116952C,2B,CofC_S11Farm_1449,,S11Farm_Box05_39,130,I12-G03-19,
SALK_116968C,2,CofC_S11Farm_1450,,S11Farm_Box01_37,50,,
SALK_116968C,1A,CofC_S11Farm_1451,,S11Farm_Box01_41,50,,
SALK_116968C,1B,CofC_S11Farm_1452,,S11Farm_Box05_66,80,I11-G05-17,
SALK_116974C,1,CofC_S11Farm_1453,,Hanna_Box02_17,20,I11-V11-5,
SALK_117006C,,CofC_S11Farm_1454,,,,,DNG
SALK_117259C,1,CofC_S11Farm_1455,,S11Farm_Box10_25,40,I12-G04-27,
SALK_117808C,1,CofC_S11Farm_1456,,Hanna_Box01_8,>100,I12-V04-14,
SALK_118043C,1,CofC_S11Farm_1457,,S11Farm_Box08_42,75,,
SALK_118043C,2A,CofC_S11Farm_1458,,S11Farm_Box08_39,50,,
SALK_118043C,2B,CofC_S11Farm_1459,,S11Farm_Box02_46,30,,
SALK_118043C,2H,CofC_S11Farm_1460,,,,I12-V02-1,
SALK_118188C,2,CofC_S11Farm_1461,,S11Farm_Box13_1,80,,
SALK_118188C,1A,CofC_S11Farm_1462,,S11Farm_Box14_46,80,,
SALK_118188C,1B,CofC_S11Farm_1463,,S11Farm_Box11_15,60,I12-G02-9,
SALK_118311C,1A,CofC_S11Farm_1464,,S11Farm_Box03_28,100,,tissue in CONFL box
SALK_118311C,1B,CofC_S11Farm_1465,,S11Farm_Box06_77,150,,tissue in Box F
SALK_118311C,2A,CofC_S11Farm_1466,,S11Farm_Box11_79,60,,
SALK_118515C,1,CofC_S11Farm_1467,,,,I11-V12-1,
SALK_118611C,1,CofC_S11Farm_1468,,Hanna_Box01_63,15,I11-V08-7,
SALK_118611C,2B,CofC_S11Farm_1469,,S11Farm_Box08_70,>100,I12-G06-26,
SALK_118842C,1,CofC_S11Farm_1470,,S11Farm_Box08_73,100,I12-G05-10,
SALK_118842C,2A,CofC_S11Farm_1471,,S11Farm_Box08_74,75,,
SALK_118842C,2B,CofC_S11Farm_1472,,S11Farm_Box01_46,50,,
SALK_118900C,1,CofC_S11Farm_1473,,S11Farm_Box12_62,100,,
SALK_118900C,2,CofC_S11Farm_1474,,S11Farm_Box14_24,20,I12-K06-4,
SALK_118900C,1H,CofC_S11Farm_1475,,,,,
SALK_119084C,1,CofC_S11Farm_1476,,S11Farm_Box01_34,10,I12-K13-7,
SALK_119243C,,CofC_S11Farm_1477,,,,,DNG
SALK_119346C,1,CofC_S11Farm_1478,,S11Farm_Box03_39,50,I12-K13-16,
SALK_119346C,2,CofC_S11Farm_1479,,S11Farm_Box03_38,100,,
SALK_119457C,,CofC_S11Farm_1480,,,,,DNG
SALK_119497C,1,CofC_S11Farm_1481,,S11Farm_Box10_3,,,
SALK_119497C,2,CofC_S11Farm_1482,,S11Farm_Box06_70,200,I12-G02-28,
SALK_119497C,1H,CofC_S11Farm_1483,,Hanna_Box01_39,80,,
SALK_119499C,1,CofC_S11Farm_1484,,Hanna_Box01_69,>100,I12-K04-1,
SALK_119578C,1,CofC_S11Farm_1485,,,,,
SALK_119578C,2,CofC_S11Farm_1486,,S11Farm_Box08_1,>100,I11-G03-7,
SALK_119591C,1,CofC_S11Farm_1487,,Hanna_Box03_1,>100,I12-V04-10,
SALK_119765C,1,CofC_S11Farm_1488,,S11Farm_Box13_39,100,I12-W05-22,previously mislabeled as SALK_115765C
SALK_120003C,,CofC_S11Farm_1489,,,,,DNG
SALK_120377C,,CofC_S11Farm_1490,,,,,DNG
SALK_120399C,1,CofC_S11Farm_1491,,Hanna_Box02_68,>100,,
SALK_120399C,2,CofC_S11Farm_1492,,S11Farm_Box12_74,20,I11-W02-15,
SALK_120399C,3,CofC_S11Farm_1493,,S11Farm_Box14_63,50,,
SALK_120783C,1,CofC_S11Farm_1494,,S11Farm_Box06_28,60,I11-W03-16,
SALK_120783C,2,CofC_S11Farm_1495,,S11Farm_Box06_29,50,I11-G03-12,
SALK_120849C,1,CofC_S11Farm_1496,,S11Farm_Box02_54,100,I11-W01-1,
SALK_121097C,1,CofC_S11Farm_1497,,Hanna_Box02_71,100,,
SALK_121097C,2,CofC_S11Farm_1498,,Hanna_Box02_73,100,I12-V02-8,
SALK_121158C,1,CofC_S11Farm_1499,,S11Farm_Box15_69,>100,I11-V10-14,
SALK_121158C,2,CofC_S11Farm_1500,,Hanna_Box01_5,100,I12-G06-3,
SALK_121473C,,CofC_S11Farm_1501,,,,,DNG
SALK_121735C,1,CofC_S11Farm_1502,,Hanna_Box01_27,50,I11-V07-1,
SALK_121735C,1H,CofC_S11Farm_1503,,Hanna_Box02_78,>100,I12-G06-1,
SALK_121735C,2A,CofC_S11Farm_1504,,S11Farm_Box01_50,>100,I11-G02-6,
SALK_121735C,2B,CofC_S11Farm_1505,,S11Farm_Box14_15,30,,
SALK_121760C,2,CofC_S11Farm_1506,,S11Farm_Box15_1,10,,
SALK_121760C,1A,CofC_S11Farm_1507,,S11Farm_Box01_59,>100,I12-W05-5,
SALK_121760C,1B,CofC_S11Farm_1508,,S11Farm_Box12_81,50,,
SALK_121760C,2H,CofC_S11Farm_1509,,Hanna_Box01_57,>100,I12-V02-30,
SALK_122006C,1A,CofC_S11Farm_1510,,S11Farm_Box09_37,>100,,
SALK_122006C,1B,CofC_S11Farm_1511,,S11Farm_Box05_3,170,I12-G02-30,
SALK_122006C,2A,CofC_S11Farm_1512,,S11Farm_Box08_72,100,,
SALK_122006C,2B,CofC_S11Farm_1513,,S11Farm_Box05_8,90,,
SALK_122041C,1,CofC_S11Farm_1514,,S11Farm_Box11_69,60,,
SALK_122041C,2,CofC_S11Farm_1515,,S11Farm_Box11_75,100,I12-W05-16,
SALK_122287C,1,CofC_S11Farm_1516,,,,,
SALK_122287C,2,CofC_S11Farm_1517,,S11Farm_Box05_81,60,,
SALK_122287C,1H,CofC_S11Farm_1518,,Hanna_Box01_1,>100,I12-K03-13,
SALK_123433C,1,CofC_S11Farm_1519,,S11Farm_Box14_25,60,,
SALK_123433C,2,CofC_S11Farm_1520,,S11Farm_Box14_12,30,I11-V10-10,
SALK_123433C,1H,CofC_S11Farm_1521,,,,,
SALK_123655C,,CofC_S11Farm_1522,,,,,DNG
SALK_123690C,,CofC_S11Farm_1523,,,,,DNG
SALK_124095C,,CofC_S11Farm_1524,,,,,FARM_FAIL
SALK_124231C,1,CofC_S11Farm_1525,,S11Farm_Box05_26,150,,
SALK_124231C,2,CofC_S11Farm_1526,,S11Farm_Box03_78,30,I11-G01-16,
SALK_124231C,2,CofC_S11Farm_1527,,CofC_SF05_160,,I12-P10-10,
SALK_124231C,1H,CofC_S11Farm_1528,,Hanna_Box02_65,>100,I12-G06-7,
SALK_124383C,,CofC_S11Farm_1529,,,,,FARM_FAIL
SALK_124662C,1,CofC_S11Farm_1530,,S11Farm_Box14_29,40,,tissue in Box I
SALK_124662C,2,CofC_S11Farm_1531,,S11Farm_Box14_36,50,,tissue in Box J
SALK_124719C,1A,CofC_S11Farm_1532,,S11Farm_Box12_2,>100,I12-V03-14,
SALK_124719C,1B,CofC_S11Farm_1533,,S11Farm_Box14_40,50,,
SALK_124719C,2A,CofC_S11Farm_1534,,S11Farm_Box12_32,>100,I12-G05-4,
SALK_124719C,2B,CofC_S11Farm_1535,,S11Farm_Box14_49,30,,
SALK_125401C,1,CofC_S11Farm_1536,,,,,
SALK_125401C,2,CofC_S11Farm_1537,,S11Farm_Box14_23,70,I12-K05-8,
SALK_125401C,3,CofC_S11Farm_1538,,Hanna_Box02_27,10,,
SALK_125473C,1,CofC_S11Farm_1539,,S11Farm_Box04_32,>100,,
SALK_125473C,2,CofC_S11Farm_1540,,,,I12-L02-2,
SALK_126593C,1,CofC_S11Farm_1541,,S11Farm_Box08_80,100,,
SALK_126593C,2,CofC_S11Farm_1542,,S11Farm_Box08_76,100,I12-G05-18,
SALK_126600C,1,CofC_S11Farm_1543,,Hanna_Box01_67,>100,I11-V08-8,
SALK_126799C,,CofC_S11Farm_1544,,,,,DNG
SALK_126907C,1,CofC_S11Farm_1545,,Hanna_Box02_28,50,I11-V11-10,
SALK_126907C,2,CofC_S11Farm_1546,,S11Farm_Box09_75,>100,I11-V11-9,
SALK_127016C,1A,CofC_S11Farm_1547,,S11Farm_Box02_31,100,,
SALK_127016C,1B,CofC_S11Farm_1548,,S11Farm_Box03_40,50,I12-V03-13,
SALK_127100C,1,CofC_S11Farm_1549,,S11Farm_Box02_48,100,I11-G02-22,
SALK_127101C,2,CofC_S11Farm_1550,,S11Farm_Box12_27,>100,,
SALK_127101C,1A,CofC_S11Farm_1551,,S11Farm_Box10_24,10,,
SALK_127101C,1B,CofC_S11Farm_1552,,,,,
SALK_127101C,1H,CofC_S11Farm_1553,,,,I12-K03-3,
SALK_127101C,2H,CofC_S11Farm_1554,,,,,
SALK_127191C,1A,CofC_S11Farm_1555,,S11Farm_Box08_49,35,,
SALK_127191C,1B,CofC_S11Farm_1556,,S11Farm_Box11_46,2,I12-K02-13,
SALK_127191C,1H,CofC_S11Farm_1557,,,,,
SALK_127191C,2A,CofC_S11Farm_1558,,S11Farm_Box08_47,50,,
SALK_127191C,2H,CofC_S11Farm_1559,,,,,
SALK_127261C,1,CofC_S11Farm_1560,,Hanna_Box02_75,100,I12-V02-6,
SALK_127261C,2,CofC_S11Farm_1561,,S11Farm_Box14_32,20,I12-K06-8,
SALK_127456C,1A,CofC_S11Farm_1562,,Hanna_Box01_34,>100,,"tissue both labeled #1, cannot distinguish"
SALK_127456C,1B,CofC_S11Farm_1563,,Hanna_Box03_13,100,,"tissue both labeled #1, cannot distinguish"
SALK_127838C,1,CofC_S11Farm_1564,,Hanna_Box01_17,>100,I12-G06-12,
SALK_127838C,2,CofC_S11Farm_1565,,S11Farm_Box14_39,50,I12-K04-12,
SALK_127838C,3,CofC_S11Farm_1566,,S11Farm_Box14_70,20,,
SALK_128309C,1A,CofC_S11Farm_1567,,S11Farm_Box12_41,70,,
SALK_128309C,1B,CofC_S11Farm_1568,,S11Farm_Box14_21,50,,
SALK_128309C,1C,CofC_S11Farm_1569,,S11Farm_Box15_44,40,,
SALK_128309C,2A,CofC_S11Farm_1570,,S11Farm_Box14_35,100,I12-K05-6,
SALK_128309C,2B,CofC_S11Farm_1571,,S11Farm_Box15_57,90,,
SALK_128873C,1A,CofC_S11Farm_1572,,,,,
SALK_128873C,1B,CofC_S11Farm_1573,,,,,
SALK_128873C,2A,CofC_S11Farm_1574,,S11Farm_Box09_35,80,I12-K13-18,
SALK_128873C,2B,CofC_S11Farm_1575,,,,,
SALK_128873C,2H,CofC_S11Farm_1576,,,,,
SALK_129200C,1,CofC_S11Farm_1577,,S11Farm_Box05_57,100,,
SALK_129200C,2,CofC_S11Farm_1578,,S11Farm_Box11_66,50,I11-G04-23,
SALK_129231C,1A,CofC_S11Farm_1579,,S11Farm_Box14_8,50,I11-V10-3,
SALK_129231C,1B,CofC_S11Farm_1580,,,,I11-V10-4,
SALK_129231C,2A,CofC_S11Farm_1581,,S11Farm_Box08_69,100,,
SALK_129231C,2B,CofC_S11Farm_1582,,S11Farm_Box13_75,60,I11-G05-30,
SALK_129244C,,CofC_S11Farm_1583,,,,,FARM_FAIL
SALK_129679C,1A,CofC_S11Farm_1584,,S11Farm_Box09_2,>100,,
SALK_129679C,1B,CofC_S11Farm_1585,,S11Farm_Box03_15,100,I12-K05-15,
SALK_129679C,1C,CofC_S11Farm_1586,,S11Farm_Box10_57,100,,
SALK_129679C,2A,CofC_S11Farm_1587,,S11Farm_Box09_45,>100,,
SALK_129679C,2B,CofC_S11Farm_1588,,S11Farm_Box10_58,50,,
SALK_129849C,1A,CofC_S11Farm_1589,,S11Farm_Box12_54,>100,I12-G04-9,
SALK_129849C,1B,CofC_S11Farm_1590,,,,,
SALK_129849C,1C,CofC_S11Farm_1591,,,,I11-W04-2,
SALK_129849C,2A,CofC_S11Farm_1592,,S11Farm_Box07_13,40,,
SALK_129849C,2B,CofC_S11Farm_1593,,,,,
SALK_129849C,2C,CofC_S11Farm_1594,,S11Farm_Box10_69,100,,
SALK_129879C,1,CofC_S11Farm_1595,,Hanna_Box02_5,75,,tissue in box K
SALK_130081C,1,CofC_S11Farm_1596,,S11Farm_Box03_22,50,I12-V03-7,
SALK_130481C,1,CofC_S11Farm_1597,,S11Farm_Box14_44,100,I12-G05-27,
SALK_130481C,2,CofC_S11Farm_1598,,S11Farm_Box14_37,10,,
SALK_130522C,1,CofC_S11Farm_1599,,S11Farm_Box04_72,100,,
SALK_130522C,2,CofC_S11Farm_1600,,S11Farm_Box04_48,100,,
SALK_131796C,,CofC_S11Farm_1601,,,,,DNG
SALK_131872C,1,CofC_S11Farm_1602,,S11Farm_Box09_31,100,I12-G05-13,
SALK_131872C,2,CofC_S11Farm_1603,,S11Farm_Box09_36,50,,
SALK_131946C,1,CofC_S11Farm_1604,,S11Farm_Box03_71,50,I11-G01-15,
SALK_131946C,2,CofC_S11Farm_1605,,,,,
SALK_131946C,1H,CofC_S11Farm_1606,,Hanna_Box03_10,>100,I12-K03-9,
SALK_131946C,2H,CofC_S11Farm_1607,,,,,
SALK_132009C,1,CofC_S11Farm_1608,,S11Farm_Box02_42,20,,have dry tissue
SALK_132009C,2,CofC_S11Farm_1609,,S11Farm_Box02_41,5,,have dry tissue
SALK_132930C,1A,CofC_S11Farm_1610,,S11Farm_Box08_79,>100,,
SALK_132930C,1B,CofC_S11Farm_1611,,S11Farm_Box12_69,30,,
SALK_132930C,2A,CofC_S11Farm_1612,,S11Farm_Box09_3,>100,I12-G06-17,
SALK_132930C,2B,CofC_S11Farm_1613,,S11Farm_Box12_76,50,I12-K13-8,
SALK_133360C,1,CofC_S11Farm_1614,,S11Farm_Box08_77,50,I12-W06-22,
SALK_133360C,2,CofC_S11Farm_1615,,S11Farm_Box08_78,70,I12-G05-2,
SALK_133841C,1,CofC_S11Farm_1616,,S11Farm_Box15_37,>>100,I12-K06-9,
SALK_133841C,2,CofC_S11Farm_1617,,S11Farm_Box15_27,>>100,,
SALK_133857C,1A,CofC_S11Farm_1618,,,,,tissue in box B
SALK_133857C,1B,CofC_S11Farm_1619,,S11Farm_Box15_16,6,,tissue in box I
SALK_134217C,1,CofC_S11Farm_1620,,S11Farm_Box02_39,20,I12-W06-26,
SALK_134586C,2,CofC_S11Farm_1621,,S11Farm_Box15_58,>100,,
SALK_134586C,1A,CofC_S11Farm_1622,,S11Farm_Box12_42,100,I11-V10-8,
SALK_134586C,1B,CofC_S11Farm_1623,,S11Farm_Box11_26,50,,
SALK_134703C,1,CofC_S11Farm_1624,,Hanna_Box01_38,>100,I12-K02-5,
SALK_134703C,2,CofC_S11Farm_1625,,S11Farm_Box01_78,>100,I12-G03-5,
SALK_135381C,1A,CofC_S11Farm_1626,,S11Farm_Box08_26,100,I11-V09-7,
SALK_135381C,1B,CofC_S11Farm_1627,,S11Farm_Box04_12,60,,
SALK_135381C,2A,CofC_S11Farm_1628,,S11Farm_Box04_38,100,I12-G04-22,
SALK_135381C,2B,CofC_S11Farm_1629,,S11Farm_Box10_65,100,,
SALK_135489C,1A,CofC_S11Farm_1630,,S11Farm_Box03_73,50,,
SALK_135489C,1B,CofC_S11Farm_1631,,S11Farm_Box05_2,70,,
SALK_135489C,2A,CofC_S11Farm_1632,,S11Farm_Box05_1,150,I12-G06-20,
SALK_135489C,2B,CofC_S11Farm_1633,,S11Farm_Box06_34,100,,
SALK_135712C,,CofC_S11Farm_1634,,,,,FARM_FAIL
SALK_135734C,1,CofC_S11Farm_1635,,S11Farm_Box03_31,100,I12-G03-14,
SALK_135824C,1,CofC_S11Farm_1636,,Hanna_Box03_9,100,I12-V02-5,
SALK_135953C,1,CofC_S11Farm_1637,,S11Farm_Box02_77,100,I12-G03-21,
SALK_135953C,1H,CofC_S11Farm_1638,,Hanna_Box02_20,25,I11-V11-12,
SALK_136050C,1,CofC_S11Farm_1639,,S11Farm_Box14_33,100,I12-K06-1,
SALK_136050C,2,CofC_S11Farm_1640,,S11Farm_Box14_19,80,,
SALK_136364C,,CofC_S11Farm_1641,,,,,FARM_FAIL
SALK_136555C,1A,CofC_S11Farm_1642,,S11Farm_Box12_22,>100,,
SALK_136555C,1B,CofC_S11Farm_1643,,S11Farm_Box06_80,150,I12-G02-26,
SALK_136555C,2A,CofC_S11Farm_1644,,S11Farm_Box12_21,40,,
SALK_136555C,2B,CofC_S11Farm_1645,,S11Farm_Box06_78,90,,
SALK_136569C,2,CofC_S11Farm_1646,,S11Farm_Box03_47,50,,
SALK_136569C,1A,CofC_S11Farm_1647,,S11Farm_Box02_56,20,I11-W01-8,
SALK_136569C,1B,CofC_S11Farm_1648,,S11Farm_Box03_43,100,I11-W02-11,
SALK_136612C,1,CofC_S11Farm_1649,,S11Farm_Box06_55,40,,
SALK_136612C,2,CofC_S11Farm_1650,,S11Farm_Box06_63,4,,have dry tissue
SALK_136734C,1,CofC_S11Farm_1651,,S11Farm_Box07_69,30,I11-G04-12,
SALK_137031C,1,CofC_S11Farm_1652,,S11Farm_Box05_47,100,,
SALK_137031C,2,CofC_S11Farm_1653,,S11Farm_Box05_48,120,,
SALK_137031C,1H,CofC_S11Farm_1654,,S11Farm_Box11_42,100,,
SALK_137031C,2H,CofC_S11Farm_1655,,,,,
SALK_137205C,1,CofC_S11Farm_1656,,S11Farm_Box04_53,60,,
SALK_137205C,2,CofC_S11Farm_1657,,S11Farm_Box04_44,100,I11-G01-14,
SALK_137213C,1,CofC_S11Farm_1658,,S11Farm_Box04_49,65,,
SALK_137213C,2,CofC_S11Farm_1659,,S11Farm_Box04_45,100,,
SALK_137272C,1,CofC_S11Farm_1660,,,,,
SALK_137272C,2,CofC_S11Farm_1661,,,,,
SALK_138256C,1,CofC_S11Farm_1662,,,,,
SALK_138551C,1,CofC_S11Farm_1663,,S11Farm_Box05_77,80,I12-G04-4,
SALK_138551C,2,CofC_S11Farm_1664,,S11Farm_Box05_80,60,,
SALK_138583C,1,CofC_S11Farm_1665,,S11Farm_Box04_71,100,I12-K02-4,
SALK_138583C,2,CofC_S11Farm_1666,,S11Farm_Box05_56,130,I12-G03-23,
SALK_138583C,3,CofC_S11Farm_1667,,S11Farm_Box14_58,10,,
SALK_139093C,1,CofC_S11Farm_1668,,,,,
SALK_139411C,1,CofC_S11Farm_1669,,S11Farm_Box04_58,50,,
SALK_139411C,2,CofC_S11Farm_1670,,S11Farm_Box04_59,>100,,
SALK_139411C,3,CofC_S11Farm_1671,,,,I11-L14-4,
SALK_139541C,1,CofC_S11Farm_1672,,S11Farm_Box03_10,8,,
SALK_139663C,2,CofC_S11Farm_1673,,S11Farm_Box15_34,>>100,,
SALK_139663C,1A,CofC_S11Farm_1674,,S11Farm_Box15_42,>>100,I12-K06-7,
SALK_139663C,1B,CofC_S11Farm_1675,,S11Farm_Box06_5,130,,
SALK_139663C,2H,CofC_S11Farm_1676,,Hanna_Box02_77,80,I12-K03-6,
SALK_139678C,1,CofC_S11Farm_1677,,S11Farm_Box10_54,60,I11-G03-26,
SALK_139678C,2A,CofC_S11Farm_1678,,S11Farm_Box07_9,20,,
SALK_139678C,2B,CofC_S11Farm_1679,,S11Farm_Box10_53,100,,
SALK_139697C,2,CofC_S11Farm_1680,,S11Farm_Box15_20,>100,,
SALK_139697C,1A,CofC_S11Farm_1681,,S11Farm_Box13_41,100,,
SALK_139697C,1B,CofC_S11Farm_1682,,S11Farm_Box15_32,>>100,I12-K05-9,
SALK_139773C,,CofC_S11Farm_1683,,,,,FARM_FAIL
SALK_139786C,1,CofC_S11Farm_1684,,S11Farm_Box02_33,100,I12-W05-11,
SALK_139786C,1H,CofC_S11Farm_1685,,,,I11-V12-9,
SALK_139843C,1,CofC_S11Farm_1686,,S11Farm_Box15_62,>100,I11-V10-6,
SALK_139843C,2,CofC_S11Farm_1687,,S11Farm_Box13_37,20,,
SALK_139843C,1H,CofC_S11Farm_1688,,,,I12-G06-16,
SALK_140054C,1A,CofC_S11Farm_1689,,S11Farm_Box13_26,>100,,
SALK_140054C,1B,CofC_S11Farm_1690,,S11Farm_Box06_9,170,I12-G02-10,
SALK_140054C,2A,CofC_S11Farm_1691,,S11Farm_Box13_43,100,,
SALK_140054C,2B,CofC_S11Farm_1692,,S11Farm_Box11_30,>100,,
SALK_140204C,2,CofC_S11Farm_1693,,S11Farm_Box07_16,30,,
SALK_140204C,1A,CofC_S11Farm_1694,,S11Farm_Box04_57,80,,
SALK_140204C,1B,CofC_S11Farm_1695,,,,,
SALK_140204C,1C,CofC_S11Farm_1696,,S11Farm_Box09_76,>100,,
SALK_140204C,2H,CofC_S11Farm_1697,,Hanna_Box01_26,35,I11-V07-8,
SALK_140231C,1,CofC_S11Farm_1698,,S11Farm_Box05_18,10,I12-G03-22,
SALK_140231C,2,CofC_S11Farm_1699,,S11Farm_Box05_23,60,I12-K13-10,
SALK_140350C,1A,CofC_S11Farm_1700,,S11Farm_Box05_17,120,I12-G06-25,
SALK_140350C,1B,CofC_S11Farm_1701,,S11Farm_Box10_72,50,,
SALK_140350C,2A,CofC_S11Farm_1702,,S11Farm_Box03_74,100,,
SALK_140350C,2B,CofC_S11Farm_1703,,S11Farm_Box10_70,100,,
SALK_140374C,1A,CofC_S11Farm_1704,,,,,
SALK_140374C,1B,CofC_S11Farm_1705,,S11Farm_Box11_41,100,,
SALK_140374C,2A,CofC_S11Farm_1706,,,,,
SALK_140374C,2B,CofC_S11Farm_1707,,S11Farm_Box11_36,100,I11-G03-11,
SALK_140378C,1,CofC_S11Farm_1708,,Hanna_Box02_10,20,I11-V12-13,
SALK_140504C,1,CofC_S11Farm_1709,,S11Farm_Box06_17,60,I12-G02-6,
SALK_140578C,2,CofC_S11Farm_1710,,S11Farm_Box08_38,100,,
SALK_140578C,1A,CofC_S11Farm_1711,,S11Farm_Box08_37,100,I11-G02-12,
SALK_140578C,1B,CofC_S11Farm_1712,,,,,
SALK_141414C,1,CofC_S11Farm_1713,,S11Farm_Box12_6,>100,,
SALK_141414C,2,CofC_S11Farm_1714,,S11Farm_Box09_73,>100,,
SALK_141414C,1H,CofC_S11Farm_1715,,,,,
SALK_141414C,2H,CofC_S11Farm_1716,,,,I12-V03-9,
SALK_141756C,2,CofC_S11Farm_1717,,S11Farm_Box12_37,>100,I12-G05-14,
SALK_141756C,1A,CofC_S11Farm_1718,,S11Farm_Box01_44,20-50,,
SALK_141756C,1B,CofC_S11Farm_1719,,S11Farm_Box09_80,40,,
SALK_141756C,1H,CofC_S11Farm_1720,,,,,
SALK_141756C,2H,CofC_S11Farm_1721,,Hanna_Box02_18,80,I11-V11-7,
SALK_141918C,2,CofC_S11Farm_1722,,S11Farm_Box04_46,100,,
SALK_141918C,1A,CofC_S11Farm_1723,,S11Farm_Box04_67,>100,,
SALK_141918C,1B,CofC_S11Farm_1724,,S11Farm_Box03_46,50,,
SALK_141918C,2H,CofC_S11Farm_1725,,Hanna_Box01_52,90,I12-W06-1,
SALK_141976C,1,CofC_S11Farm_1726,,S11Farm_Box10_61,60,I11-G03-25,
SALK_141976C,2,CofC_S11Farm_1727,,S11Farm_Box10_62,80,,
SALK_142024C,1,CofC_S11Farm_1728,,S11Farm_Box06_35,110,I12-G02-13,
SALK_142024C,2,CofC_S11Farm_1729,,S11Farm_Box06_36,20,I11-W03-12,
SALK_142172C,1,CofC_S11Farm_1730,,S11Farm_Box05_41,70,,
SALK_142172C,2,CofC_S11Farm_1731,,S11Farm_Box07_6,20,,
SALK_142235C,2,CofC_S11Farm_1732,,S11Farm_Box13_71,100,I11-G05-29,
SALK_142235C,1A,CofC_S11Farm_1733,,S11Farm_Box12_24,30,,
SALK_142235C,1B,CofC_S11Farm_1734,,,,,